Chrom	Start	End	Name	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	geneId
chr3	61888680	61891599	7449	Intron (ENST00000295874.10/ENSG00000144724.14, intron 2 of 28)	3	61728129	61728780	652	2	ENST00000472730.1	-159901	RPL10AP6	ENSG00000226360.4
chr2	70334600	70336699	4749	Promoter (4-5kb)	2	70321071	70330352	9282	2	ENST00000442326.1	-4249	AC016700.3	ENSG00000226505.1
chr2	224588980	224591299	6141	Distal Intergenic	2	224569338	224570055	718	1	ENST00000446594.1	19643	AC012512.1	ENSG00000226539.1
chr22	27694380	27696399	35247	Distal Intergenic	22	27706612	27713417	6806	1	ENST00000426467.1	-10213	CTA-929C8.6	ENSG00000226741.1
chr6	41470400	41475199	13016	Promoter (<=1kb)	6	41470182	41487590	17409	1	ENST00000416951.1	219	RP11-328M4.3	ENSG00000226917.1
chr1	229574400	229577199	3454	Promoter (<=1kb)	1	229576031	229576767	737	2	ENST00000434311.1	0	RP5-1068B5.3	ENSG00000226920.1
chr1	230405400	230407399	3483	Promoter (1-2kb)	1	230394440	230404229	9790	2	ENST00000440729.1	-1172	RP5-956O18.2	ENSG00000227006.1
chr4	83436400	83438429	9452	Intron (ENST00000515780.2/ENSG00000249242.3, intron 1 of 7)	4	83415939	83417431	1493	2	ENST00000488045.1	-18970	RP11-791G16.2	ENSG00000227304.3
chr1	147717500	147719579	2159	Promoter (<=1kb)	1	147718440	147718956	517	1	ENST00000415381.1	0	RP11-301M17.1	ENSG00000227700.1
chr21	43061030	43063899	34804	Distal Intergenic	21	43099341	43117496	18156	1	ENST00000413718.1	-35442	LINC00111	ENSG00000227702.1
chr22	27905950	27909449	35250	Distal Intergenic	22	27853208	27856021	2814	2	ENST00000440477.1	-49930	RP11-46E17.6	ENSG00000227880.1
chr22	27830480	27832579	35249	Distal Intergenic	22	27853208	27856021	2814	2	ENST00000440477.1	23442	RP11-46E17.6	ENSG00000227880.1
chr1	218652350	218654429	3256	Distal Intergenic	1	218683438	218699320	15883	1	ENST00000443836.1	-29009	C1orf143	ENSG00000228208.2
chr3	177314380	177316399	8546	Intron (ENST00000442937.1/ENSG00000228221.1, intron 2 of 3)	3	177335378	177469882	134505	1	ENST00000445673.1	-18979	LINC00578	ENSG00000228221.1
chr1	214532900	214537079	3223	Promoter (1-2kb)	1	214517515	214530958	13444	2	ENST00000443622.1	-1943	RP11-176D17.3	ENSG00000228470.1
chr6	132450580	132455679	13702	Promoter (<=1kb)	6	132453055	132458073	5019	1	ENST00000422700.1	0	LINC01013	ENSG00000228495.1
chr17	69970730	69972849	30837	Distal Intergenic	17	70017992	70022103	4112	2	ENST00000430908.2	49254	AC005152.3	ENSG00000228639.2
chr4	7911380	7913399	9021	Intron (ENST00000358461.2/ENSG00000196526.6, intron 1 of 16)	4	7940728	7942022	1295	1	ENST00000429019.3	-27329	AC097381.1	ENSG00000228919.3
chr6	108926680	108928799	13472	Intron (ENST00000343882.6/ENSG00000118689.10, intron 2 of 3)	6	108939203	108939488	286	2	ENST00000434672.1	10689	SUMO2P8	ENSG00000228976.1
chr6	108929500	108931499	13473	Intron (ENST00000343882.6/ENSG00000118689.10, intron 2 of 3)	6	108939203	108939488	286	2	ENST00000434672.1	7989	SUMO2P8	ENSG00000228976.1
chr6	108943000	108944999	13475	Promoter (3-4kb)	6	108939203	108939488	286	2	ENST00000434672.1	-3513	SUMO2P8	ENSG00000228976.1
chr21	33869380	33872579	34665	Promoter (<=1kb)	21	33869122	33869621	500	1	ENST00000448649.1	259	EXOSC3P1	ENSG00000229007.1
chr14	23014730	23016879	25510	Promoter (<=1kb)	14	23016447	23021097	4651	1	ENST00000478163.3	0	TRAC	ENSG00000229164.5
chr13	80509550	80512129	25203	Distal Intergenic	13	80446721	80492079	45359	1	ENST00000427918.1	62830	LINC00382	ENSG00000229175.1
chr10	46950730	46953199	19604	Promoter (<=1kb)	10	46937463	46951699	14237	2	ENST00000437899.1	0	RP11-38L15.2	ENSG00000229227.4
chr1	236133780	236136979	3598	Promoter (<=1kb)	1	236121179	236135125	13947	2	ENST00000443207.1	0	RP4-580N22.2	ENSG00000229291.1
chr1	8192430	8197049	174	Distal Intergenic	1	8249884	8252830	2947	1	ENST00000453364.1	-52835	RP11-431K24.2	ENSG00000229305.1
chr1	168862000	168864029	2583	Promoter (3-4kb)	1	168867374	168867677	304	1	ENST00000452524.1	-3345	SUMO1P2	ENSG00000229612.1
chr1	203342380	203344529	2985	Distal Intergenic	1	203322493	203322779	287	2	ENST00000381357.4	-19602	RP11-435P24.2	ENSG00000229652.1
chr1	168577550	168579829	2578	Distal Intergenic	1	168547891	168548677	787	2	ENST00000426573.2	-28874	RP4-738P11.4	ENSG00000229757.2
chr13	33045650	33047649	24798	Promoter (3-4kb)	13	33051411	33052978	1568	1	ENST00000437678.1	-3762	ATP8A2P2	ENSG00000229800.1
chr3	197155580	197157749	8872	Distal Intergenic	3	197177198	197183525	6328	2	ENST00000445908.1	25776	AC128709.4	ENSG00000229912.1
chr3	197146480	197150049	8871	Distal Intergenic	3	197177198	197183525	6328	2	ENST00000445908.1	33476	AC128709.4	ENSG00000229912.1
chr13	43700930	43702949	24948	Distal Intergenic	13	43732767	43733602	836	1	ENST00000425609.1	-29818	LINC00400	ENSG00000229928.1
chr7	134403180	134410099	15638	Distal Intergenic	7	134419649	134419880	232	2	ENST00000480063.1	9781	TUBB3P2	ENSG00000230101.4
chr10	3866600	3873029	19035	Promoter (3-4kb)	10	3876142	3876920	779	1	ENST00000413339.1	-3113	RP11-464C19.2	ENSG00000230573.1
chr2	28880550	28890529	4086	Promoter (<=1kb)	2	28856148	28887406	31259	2	ENST00000431376.1	0	AC074011.2	ENSG00000230730.1
chr9	97580450	97586779	18054	Promoter (<=1kb)	9	97586554	97587055	502	1	ENST00000437846.1	0	RP11-49O14.3	ENSG00000230815.1
chr1	146555500	146557499	2142	Promoter (<=1kb)	1	146553887	146555127	1241	2	ENST00000438469.2	-374	RP11-325P15.2	ENSG00000230832.3
chr2	11513450	11519599	3849	Distal Intergenic	2	11497641	11505762	8122	2	ENST00000430897.1	-7689	AC099344.2	ENSG00000230952.1
chr1	34436580	34438579	937	Intron (ENST00000241312.4/ENSG00000121904.13, intron 3 of 69)	1	34341067	34351024	9958	1	ENST00000431046.1	95514	RP5-1007G16.1	ENSG00000231163.1
chr2	21510630	21512649	3940	Intron (ENST00000435237.1/ENSG00000233005.1, intron 1 of 5)	2	21540532	21784185	243654	1	ENST00000451476.1	-27883	AC011752.1	ENSG00000231204.1
chr2	21492430	21494479	3939	Intron (ENST00000435237.1/ENSG00000233005.1, intron 1 of 5)	2	21540532	21784185	243654	1	ENST00000451476.1	-46053	AC011752.1	ENSG00000231204.1
chr4	77543950	77546779	9412	Intron (ENST00000296043.6/ENSG00000138771.10, intron 2 of 10)	4	77558776	77565521	6746	1	ENST00000425645.1	-11997	AC107072.2	ENSG00000231335.1
chr2	8631250	8633279	3760	Distal Intergenic	2	8683722	8715631	31910	2	ENST00000418358.1	82352	AC011747.3	ENSG00000231435.1
chr2	113383730	113386399	5232	Promoter (3-4kb)	2	113379386	113379744	359	2	ENST00000443291.1	-3987	AC079922.2	ENSG00000231747.1
chr10	31938150	31940199	19448	Distal Intergenic	10	31917468	31917527	60	2	ENST00000414627.1	-20624	GLUDP5	ENSG00000231855.1
chr20	48363250	48365449	34299	Distal Intergenic	20	48346128	48346379	252	2	ENST00000414761.1	-16872	SNRPFP1	ENSG00000231878.1
chr6	44016680	44022429	13120	Intron (ENST00000422059.1/ENSG00000237686.2, intron 1 of 4)	6	44041650	44045689	4040	1	ENST00000455005.1	-19221	RP5-1120P11.3	ENSG00000231881.1
chr1	68404300	68406299	1579	Intron (ENST00000420587.1/ENSG00000232284.3, intron 1 of 9)	1	68421088	68492445	71358	1	ENST00000414904.1	-14789	GNG12-AS1	ENSG00000232284.3
chr6	151387900	151393299	13961	Intron (ENST00000367321.3/ENSG00000120254.11, intron 26 of 27)	6	151376033	151377193	1161	2	ENST00000445833.1	-10708	RP1-292B18.3	ENSG00000232290.1
chr1	8179950	8182729	173	Exon (ENST00000445300.1/ENSG00000238290.1, exon 3 of 3)	1	8117305	8118523	1219	2	ENST00000399343.2	-61428	CTA-215D11.4	ENSG00000232848.1
chr2	38318030	38321599	4241	Promoter (4-5kb)	2	38325722	38358718	32997	1	ENST00000427168.2	-4123	CYP1B1-AS1	ENSG00000232973.7
chr2	38345980	38349649	4246	Promoter (<=1kb)	2	38346040	38358709	12670	1	ENST00000609128.1	0	CYP1B1-AS1	ENSG00000232973.7
chr4	186496600	186498729	10226	Distal Intergenic	4	186509063	186515157	6095	1	ENST00000411847.1	-10334	RP11-301L8.2	ENSG00000233110.1
chr10	85626880	85628949	20085	Distal Intergenic	10	85671410	85672678	1269	2	ENST00000432108.1	43729	RP11-219F10.1	ENSG00000233258.1
chr7	130919200	130921379	15590	Intron (ENST00000421797.2/ENSG00000128585.13, intron 2 of 18)	7	130927349	130927754	406	1	ENST00000427253.1	-5970	AC009362.2	ENSG00000233287.1
chr10	3535830	3537979	19026	Intron (ENST00000413993.1/ENSG00000233321.1, intron 4 of 4)	10	3529086	3545030	15945	2	ENST00000413993.1	7051	RP11-482E14.1	ENSG00000233321.1
chr10	33430900	33433529	19475	Distal Intergenic	10	33385185	33405600	20416	2	ENST00000414308.1	-25301	RP11-342D11.3	ENSG00000233387.1
chr13	49140880	49148529	25040	Promoter (<=1kb)	13	49144775	49147453	2679	2	ENST00000452288.1	0	LINC01077	ENSG00000233456.1
chr22	27609030	27611999	35244	Distal Intergenic	22	27619258	27620618	1361	2	ENST00000418271.1	8619	RP5-1172A22.1	ENSG00000233521.1
chr22	27636680	27639449	35245	Distal Intergenic	22	27617310	27620688	3379	2	ENST00000444114.1	-15993	RP5-1172A22.1	ENSG00000233521.1
chr2	239771700	239773799	6354	Intron (ENST00000448943.2/ENSG00000233608.2, intron 1 of 1)	2	239756673	239795893	39221	1	ENST00000448943.2	15028	TWIST2	ENSG00000233608.2
chr20	17875180	17877829	33775	Distal Intergenic	20	17868007	17868804	798	2	ENST00000425405.1	-6377	RP5-905G11.3	ENSG00000233625.1
chr6	11427280	11431129	12340	Intron (ENST00000419796.1/ENSG00000233656.1, intron 1 of 2)	6	11417583	11481472	63890	1	ENST00000419796.1	9698	RP11-716O23.1	ENSG00000233656.1
chr10	50231500	50233899	19620	Intron (ENST00000332853.4/ENSG00000165633.8, intron 7 of 7)	10	50184599	50201091	16493	2	ENST00000428825.4	-30410	RP11-523O18.5	ENSG00000233665.4
chr2	88957380	88960479	4938	Distal Intergenic	2	88927689	88931339	3651	1	ENST00000606164.1	29692	AC062029.1	ENSG00000234028.3
chr2	42158700	42161799	4310	Promoter (<=1kb)	2	42158739	42160605	1867	2	ENST00000427054.1	0	AC104654.2	ENSG00000234362.1
chr10	115717350	115719479	20561	Distal Intergenic	10	115674530	115676949	2420	1	ENST00000451472.1	42821	AL162407.1	ENSG00000234631.1
chr21	36574430	36583249	34717	Intron (ENST00000475045.2/ENSG00000159216.14, intron 9 of 12)	21	36508935	36511519	2585	1	ENST00000455028.1	65496	AF015262.2	ENSG00000234703.1
chr20	10603200	10605249	33724	Exon (ENST00000334534.5/ENSG00000149346.10, exon 8 of 8)	20	10593509	10594877	1369	2	ENST00000456064.1	-8324	RP5-1099D15.1	ENSG00000235036.3
chr20	10588950	10592629	33723	Promoter (2-3kb)	20	10594084	10594842	759	2	ENST00000261752.5	2213	RP5-1099D15.1	ENSG00000235036.3
chr20	39956880	39960299	34134	Promoter (<=1kb)	20	39959763	39960300	538	1	ENST00000438914.1	0	RP3-450M14.1	ENSG00000235102.1
chr1	21475150	21477299	538	Intron (ENST00000400422.1/ENSG00000075151.15, intron 2 of 33)	1	21487968	21488574	607	1	ENST00000430808.1	-10669	RP11-628K18.1	ENSG00000235112.1
chr1	59570100	59572329	1398	Distal Intergenic	1	59521671	59543788	22118	2	ENST00000451090.1	-26313	RP11-145M4.2	ENSG00000235215.2
chr15	71093850	71095899	27375	Promoter (<=1kb)	15	71088936	71095023	6088	2	ENST00000470368.1	0	RPL29P30	ENSG00000235420.6
chr15	71086130	71088349	27374	Promoter (1-2kb)	15	71088970	71089438	469	2	ENST00000484381.1	1089	RPL29P30	ENSG00000235420.6
chr1	95411480	95413529	1819	Intron (ENST00000452846.1/ENSG00000235501.1, intron 3 of 3)	1	95426881	95428826	1946	1	ENST00000456582.1	-13352	RP4-639F20.1	ENSG00000235501.1
chr1	95444550	95446699	1823	3' UTR	1	95426881	95428826	1946	1	ENST00000456582.1	17670	RP4-639F20.1	ENSG00000235501.1
chr1	95419030	95422449	1820	Promoter (4-5kb)	1	95426881	95428826	1946	1	ENST00000456582.1	-4432	RP4-639F20.1	ENSG00000235501.1
chr1	33453680	33455779	899	Promoter (1-2kb)	1	33452676	33498070	45395	1	ENST00000427524.1	1005	RP1-117O3.2	ENSG00000236065.2
chr7	47661100	47663899	14864	Promoter (<=1kb)	7	47661537	47669491	7955	1	ENST00000429010.1	0	AC095067.1	ENSG00000236078.1
chr13	31438500	31440499	24755	Distal Intergenic	13	31456688	31457532	845	1	ENST00000440633.1	-16189	LINC00545	ENSG00000236094.1
chr2	177417900	177420049	5674	Distal Intergenic	2	177389607	177396411	6805	2	ENST00000431455.1	-21490	AC017048.2	ENSG00000236231.1
chr17	53653800	53655799	30540	Distal Intergenic	17	53638270	53638938	669	2	ENST00000570572.1	-14863	CTD-2033D24.2	ENSG00000236319.2
chr13	30889700	30894899	24743	Promoter (<=1kb)	13	30890497	30894040	3544	2	ENST00000412722.1	0	LINC00427	ENSG00000236463.1
chr7	33852700	33855399	14675	Distal Intergenic	7	33835080	33842768	7689	2	ENST00000440034.1	-9933	RP11-89N17.4	ENSG00000236494.1
chr20	30285700	30290949	33914	Intron (ENST00000412972.1/ENSG00000236559.1, intron 1 of 1)	20	30274019	30304628	30610	1	ENST00000412972.1	11682	RP11-243J16.7	ENSG00000236559.1
chr10	44400300	44403199	19574	Promoter (4-5kb)	10	44396813	44407774	10962	2	ENST00000438454.1	4575	RP11-168P8.5	ENSG00000236769.1
chr1	224355850	224357879	3321	Distal Intergenic	1	224363178	224363408	231	2	ENST00000415453.1	5529	RP11-365O16.1	ENSG00000236773.1
chr10	4115550	4118149	19051	Intron (ENST00000455199.1/ENSG00000236990.1, intron 1 of 3)	10	4093918	4131205	37288	1	ENST00000455199.1	21633	RP11-433J20.1	ENSG00000236990.1
chr10	4169350	4175299	19054	Distal Intergenic	10	4093918	4131205	37288	1	ENST00000455199.1	75433	RP11-433J20.1	ENSG00000236990.1
chr10	14778350	14780549	19228	Intron (ENST00000181796.2/ENSG00000065809.9, intron 1 of 4)	10	14765170	14766054	885	2	ENST00000456871.1	-12297	RP11-398C13.2	ENSG00000237032.1
chr1	84157500	84159879	1643	Intron (ENST00000417975.1/ENSG00000233008.1, intron 2 of 2)	1	84255963	84267148	11186	1	ENST00000439186.1	-96084	RP5-836J3.1	ENSG00000237076.1
chr1	95317750	95322179	1815	Promoter (<=1kb)	1	95302304	95320982	18679	2	ENST00000422162.1	0	RP11-465K1.2	ENSG00000237416.2
chr3	8593030	8599899	6464	Intron (ENST00000157600.3/ENSG00000071282.7, intron 4 of 5)	3	8613468	8615561	2094	1	ENST00000442796.2	-13569	LINC00312	ENSG00000237697.2
chr3	8602450	8605599	6465	Intron (ENST00000157600.3/ENSG00000071282.7, intron 4 of 5)	3	8613468	8615561	2094	1	ENST00000442796.2	-7869	LINC00312	ENSG00000237697.2
chr10	31983600	31992679	19450	Promoter (3-4kb)	10	31982012	31996316	14305	2	ENST00000433770.1	3637	RP11-472N13.3	ENSG00000237797.1
chr1	61448380	61451799	1430	Intron (ENST00000371191.1/ENSG00000162599.11, intron 1 of 10)	1	61405911	61436448	30538	2	ENST00000438559.1	-11933	RP4-668G5.1	ENSG00000237928.1
chr1	61455000	61457599	1431	Intron (ENST00000371191.1/ENSG00000162599.11, intron 1 of 10)	1	61405911	61436448	30538	2	ENST00000438559.1	-18553	RP4-668G5.1	ENSG00000237928.1
chr10	30163550	30165699	19401	Distal Intergenic	10	30179961	30180396	436	2	ENST00000441292.1	14697	RP11-224P11.1	ENSG00000237936.1
chr6	40686700	40688829	13000	Promoter (3-4kb)	6	40681150	40683102	1953	2	ENST00000438818.1	-3599	RP11-570K4.1	ENSG00000237947.1
chr9	107967380	107969479	18196	Distal Intergenic	9	107944761	107949038	4278	2	ENST00000423731.1	-18343	RP11-112N13.1	ENSG00000238208.1
chr2	105995880	106004779	5129	5' UTR	2	105990550	105992540	1991	1	ENST00000415627.1	5331	AC012360.6	ENSG00000238273.3
chr2	178215100	178217199	5688	Promoter (4-5kb)	2	178210586	178210689	104	2	ENST00000459157.1	-4412	snoU13	ENSG00000238295.1
chr20	52276080	52278449	34400	Distal Intergenic	20	52285236	52285297	62	2	ENST00000459331.1	6848	RNU7-14P	ENSG00000238468.1
chr3	197118750	197123049	8869	Distal Intergenic	3	197066328	197066422	95	2	ENST00000458965.1	-52329	snoU13	ENSG00000238491.1
chr11	116063680	116065799	22489	Distal Intergenic	11	116191061	116191162	102	1	ENST00000459137.1	-125262	snoU13	ENSG00000238625.1
chr5	76085030	76088849	10860	Distal Intergenic	5	76079921	76080024	104	1	ENST00000459544.1	5110	snoU13	ENSG00000238688.1
chr11	65893580	65896199	21835	Intron (ENST00000527224.1/ENSG00000175115.7, intron 1 of 6)	11	65920092	65920196	105	1	ENST00000459039.1	-23893	snoU13	ENSG00000238763.1
chr1	68212230	68217029	1572	Intron (ENST00000370982.3/ENSG00000172380.5, intron 2 of 3)	1	68238276	68238336	61	2	ENST00000459562.1	21307	RNU7-80P	ENSG00000238778.1
chr7	4732900	4735629	14375	Promoter (3-4kb)	7	4729111	4729214	104	1	ENST00000459143.1	3790	snoU13	ENSG00000238781.1
chr6	4646700	4649179	12239	Promoter (2-3kb)	6	4643996	4644088	93	1	ENST00000459550.1	2705	snoU13	ENSG00000238801.1
chr10	4982300	4985049	19074	Intron (ENST00000434459.2/ENSG00000187134.8, intron 4 of 13)	10	5004628	5004760	133	2	ENST00000459095.1	19711	U8	ENSG00000238840.1
chr3	15350550	15352549	6649	Intron (ENST00000383791.3/ENSG00000131370.11, intron 2 of 8)	3	15358127	15358229	103	1	ENST00000458917.1	-5578	snoU13	ENSG00000238891.1
chr3	15358150	15362929	6651	Promoter (<=1kb)	3	15358127	15358229	103	1	ENST00000458917.1	24	snoU13	ENSG00000238891.1
chr3	15355130	15357999	6650	Promoter (<=1kb)	3	15358127	15358229	103	1	ENST00000458917.1	-128	snoU13	ENSG00000238891.1
chr22	32346280	32348699	35390	Promoter (<=1kb)	22	32349391	32349493	103	1	ENST00000459049.1	-692	snoU13	ENSG00000238910.1
chr3	27597830	27602099	6784	Distal Intergenic	3	27589248	27589349	102	2	ENST00000391229.2	-8482	Y_RNA	ENSG00000238912.1
chr6	136259550	136261779	13735	Intron (ENST00000308191.6/ENSG00000171408.9, intron 1 of 12)	6	136235893	136235985	93	1	ENST00000459265.2	23658	AL360178.1	ENSG00000238921.2
chr6	136256980	136259099	13734	Intron (ENST00000308191.6/ENSG00000171408.9, intron 1 of 12)	6	136235893	136235985	93	1	ENST00000459265.2	21088	AL360178.1	ENSG00000238921.2
chr18	60903730	60907249	31911	Intron (ENST00000398117.1/ENSG00000171791.10, intron 1 of 1)	18	60861822	60861898	77	2	ENST00000458827.1	-41833	snoU13	ENSG00000238988.1
chr5	79499480	79501729	10911	Intron (ENST00000507668.2/ENSG00000164300.11, intron 1 of 12)	5	79535306	79535408	103	2	ENST00000459419.1	33679	snoU13	ENSG00000239159.1
chr14	21081380	21083499	25482	Promoter (1-2kb)	14	21084803	21085150	348	2	ENST00000496941.1	1651	RP11-14J7.1	ENSG00000239327.1
chr1	19758130	19786929	496	5' UTR	1	19750878	19751163	286	1	ENST00000481521.2	7253	RN7SL277P	ENSG00000240490.2
chr1	19751800	19757629	495	Promoter (<=1kb)	1	19750878	19751163	286	1	ENST00000481521.2	923	RN7SL277P	ENSG00000240490.2
chr3	148672880	148675429	8267	Promoter (2-3kb)	3	148568720	148677899	109180	2	ENST00000488190.1	2470	RP11-680B3.2	ENSG00000240521.1
chr3	114128200	114132429	7816	Intron (ENST00000462705.1/ENSG00000181722.11, intron 8 of 11)	3	114106516	114107825	1310	1	ENST00000487814.1	21685	ZBTB20-AS1	ENSG00000241560.1
chr9	112568200	112570649	18260	Intron (ENST00000374531.2/ENSG00000243444.3, intron 2 of 6)	9	112542769	112930777	388009	1	ENST00000555236.1	25432	AKAP2	ENSG00000241978.5
chr1	68083380	68085399	1563	Distal Intergenic	1	68122516	68122812	297	2	ENST00000473024.2	37413	RN7SL392P	ENSG00000242482.2
chr3	169308850	169311299	8450	Intron (ENST00000494292.1/ENSG00000085276.13, intron 1 of 15)	3	169331298	169341739	10442	2	ENST00000469794.1	30440	RP11-3K16.2	ENSG00000242795.2
chr3	99218480	99220529	7677	Promoter (<=1kb)	3	99219191	99224352	5162	1	ENST00000471993.1	0	RP11-779P15.1	ENSG00000243296.1
chr3	112885150	112887249	7803	Promoter (<=1kb)	3	112861197	112886666	25470	2	ENST00000490139.1	0	RP11-572M11.3	ENSG00000243795.1
chr7	106061000	106063529	15381	Intron (ENST00000490856.1/ENSG00000243797.2, intron 4 of 4)	7	106102459	106145285	42827	2	ENST00000475791.1	81756	CTB-111H14.1	ENSG00000243797.2
chr8	103936200	103939679	16951	Promoter (<=1kb)	8	103935599	103936483	885	2	ENST00000463742.1	0	RPL5P24	ENSG00000244052.1
chr11	118757180	118762149	22554	Promoter (<=1kb)	11	118756550	118758451	1902	2	ENST00000498872.2	0	RP11-158I9.5	ENSG00000245869.2
chr8	57471880	57473979	16593	Promoter (<=1kb)	8	57408805	57472145	63341	2	ENST00000519144.1	0	LINC00968	ENSG00000246430.2
chr5	101962430	101965599	11042	Intron (ENST00000510145.1/ENSG00000250682.1, intron 1 of 1)	5	101941339	101941901	563	1	ENST00000501405.2	21092	CTD-2340E1.2	ENSG00000247402.2
chr8	121796000	121799829	17034	Intron (ENST00000395601.3/ENSG00000172164.9, intron 2 of 7)	8	121773493	121789072	15580	1	ENST00000509350.1	22508	RP11-713M15.1	ENSG00000248318.1
chr15	95808780	95811329	27884	Distal Intergenic	15	95819690	95832714	13025	2	ENST00000555332.1	21385	CTD-2536I1.1	ENSG00000248441.2
chr15	95835150	95837149	27886	Promoter (2-3kb)	15	95819690	95832714	13025	2	ENST00000555332.1	-2437	CTD-2536I1.1	ENSG00000248441.2
chr1	67140630	67144229	1549	Promoter (<=1kb)	1	67131547	67142710	11164	2	ENST00000502413.2	0	AL139147.1	ENSG00000248458.2
chr8	25837930	25844199	16271	Intron (ENST00000520164.1/ENSG00000221818.4, intron 6 of 15)	8	25798739	25801385	2647	2	ENST00000401453.2	-36546	AC090103.1	ENSG00000248731.2
chr5	58182680	58187099	10682	Distal Intergenic	5	58142712	58159241	16530	2	ENST00000510198.1	-23440	CTD-2176I21.2	ENSG00000248733.1
chr17	48281500	48284299	30483	Promoter (2-3kb)	17	48286333	48291820	5488	1	ENST00000509943.1	-2034	RP11-893F2.5	ENSG00000249406.1
chr5	54886300	54890379	10645	Distal Intergenic	5	54847713	54848382	670	2	ENST00000504372.1	-37919	AK4P2	ENSG00000249410.1
chr5	54865600	54867779	10642	Distal Intergenic	5	54847713	54848382	670	2	ENST00000504372.1	-17219	AK4P2	ENSG00000249410.1
chr4	124508650	124510749	9760	Distal Intergenic	4	124571422	124587987	16566	1	ENST00000514823.1	-60673	RP11-93L9.1	ENSG00000249464.1
chr5	90414500	90422099	10978	Intron (ENST00000405460.2/ENSG00000164199.11, intron 87 of 89)	5	90326807	90327124	318	2	ENST00000503717.1	-87377	CTD-2266L18.1	ENSG00000249514.1
chr4	169771180	169773199	10103	Intron (ENST00000261509.6/ENSG00000129116.13, intron 10 of 20)	4	169750070	169754088	4019	2	ENST00000508985.1	-17093	RP11-635L1.3	ENSG00000249609.1
chr4	169765100	169767149	10101	Intron (ENST00000261509.6/ENSG00000129116.13, intron 10 of 20)	4	169750070	169754088	4019	2	ENST00000508985.1	-11013	RP11-635L1.3	ENSG00000249609.1
chr5	66942930	66946029	10760	Promoter (<=1kb)	5	66928094	66942617	14524	2	ENST00000507298.1	-314	RP11-83M16.5	ENSG00000249736.1
chr8	128864600	128868229	17149	Promoter (<=1kb)	8	128866974	128902987	36014	1	ENST00000521122.1	0	PVT1	ENSG00000249859.3
chr5	169740630	169742999	11901	Promoter (<=1kb)	5	169735705	169739720	4016	2	ENST00000511921.1	-911	CTB-114C7.4	ENSG00000250274.1
chr4	141012850	141020879	9852	Intron (ENST00000509479.2/ENSG00000196782.8, intron 1 of 4)	4	141049169	141055719	6551	1	ENST00000509184.1	-28290	RP11-392B6.1	ENSG00000250698.1
chr5	66582750	66586879	10755	Distal Intergenic	5	66563850	66566010	2161	1	ENST00000515077.1	18901	CTD-2187J20.1	ENSG00000251206.1
chr4	156415650	156418399	10020	Distal Intergenic	4	156436879	156438611	1733	1	ENST00000508265.1	-18480	RP13-487K5.1	ENSG00000251244.1
chr10	49841980	49843979	19613	Intron (ENST00000435790.2/ENSG00000128805.10, intron 1 of 9)	10	49832049	49833138	1090	2	ENST00000514425.1	-8843	RP11-534L6.5	ENSG00000251413.1
chr4	124425430	124428279	9758	Promoter (<=1kb)	4	124426434	124448680	22247	1	ENST00000508291.1	0	RP11-381N20.1	ENSG00000251526.1
chr4	124475900	124477999	9759	Distal Intergenic	4	124426434	124448680	22247	1	ENST00000508291.1	49467	RP11-381N20.1	ENSG00000251526.1
chr8	124599600	124604979	17073	Promoter (<=1kb)	8	124600999	124601286	288	1	ENST00000516031.1	0	RN7SKP155	ENSG00000251840.1
chr2	69404130	69406199	4718	Promoter (2-3kb)	2	69409029	69409135	107	2	ENST00000516041.1	2936	RNA5SP96	ENSG00000251850.1
chr10	17714830	17716899	19265	Promoter (4-5kb)	10	17721187	17721296	110	1	ENST00000516150.1	-4288	snoR442	ENSG00000251959.1
chr4	187760050	187762849	10273	Distal Intergenic	4	187778529	187778610	82	2	ENST00000516573.1	15761	AC108865.1	ENSG00000252382.1
chr1	117492080	117495199	2068	Exon (ENST00000393203.2/ENSG00000134247.9, exon 4 of 9)	1	117504969	117505093	125	2	ENST00000516701.1	9894	RNA5SP55	ENSG00000252510.1
chr8	99195400	99197949	16876	Distal Intergenic	8	99204433	99204541	109	2	ENST00000516749.1	6592	RNU6-914P	ENSG00000252558.1
chr1	236214300	236216999	3604	Intron (ENST00000366595.3/ENSG00000116962.10, intron 1 of 16)	1	236223977	236224072	96	1	ENST00000517013.1	-6978	Y_RNA	ENSG00000252822.1
chr11	59316750	59319849	21591	Distal Intergenic	11	59326273	59326334	62	1	ENST00000517084.1	-6424	RNU7-58P	ENSG00000252893.1
chr15	57719230	57721649	27032	Intron (ENST00000559194.1/ENSG00000128849.9, intron 2 of 2)	15	57697272	57697373	102	2	ENST00000517175.1	-21858	RNU6-844P	ENSG00000252984.1
chr10	104548200	104563829	20418	Promoter (<=1kb)	10	104563686	104563788	103	1	ENST00000517185.1	0	RNU6-1231P	ENSG00000252994.1
chr10	104572700	104578629	20419	3' UTR	10	104563686	104563788	103	1	ENST00000517185.1	9015	RNU6-1231P	ENSG00000252994.1
chr5	40913950	40916279	10554	Promoter (2-3kb)	5	40911169	40911230	62	2	ENST00000517289.1	-2721	RNU7-161P	ENSG00000253098.1
chr8	126524280	126526879	17133	Intron (ENST00000522815.1/ENSG00000253111.1, intron 2 of 3)	8	126535017	126542728	7712	1	ENST00000521991.1	-8138	RP11-136O12.2	ENSG00000253111.1
