Chromosome Name	Gene Start (bp)	Gene End (bp)	Associated Gene Name	Description	Transcript Biotype	Ensembl Gene ID
6	170844205	170862429	PSMB1	proteasome (prosome, macropain) subunit, beta type, 1 [Source:HGNC Symbol;Acc:9537]	protein_coding	ENSG00000008018
X	47431303	47479252	SYN1	synapsin I [Source:HGNC Symbol;Acc:11494]	protein_coding	ENSG00000008056
6	15246527	15522252	JARID2	jumonji, AT rich interactive domain 2 [Source:HGNC Symbol;Acc:6196]	protein_coding	ENSG00000008083
X	18443703	18671749	CDKL5	cyclin-dependent kinase-like 5 [Source:HGNC Symbol;Acc:11411]	protein_coding	ENSG00000008086
1	209757062	209787283	CAMK1G	calcium/calmodulin-dependent protein kinase IG [Source:HGNC Symbol;Acc:14585]	protein_coding	ENSG00000008118
1	1634169	1655766	CDK11A	cyclin-dependent kinase 11A [Source:HGNC Symbol;Acc:1730]	protein_coding	ENSG00000008128
1	1682671	1711896	NADK	NAD kinase [Source:HGNC Symbol;Acc:29831]	protein_coding	ENSG00000008130
6	50786436	50815326	TFAP2B	transcription factor AP-2 beta (activating enhancer binding protein 2 beta) [Source:HGNC Symbol;Acc:11743]	protein_coding	ENSG00000008196
6	50681541	50740701	TFAP2D	transcription factor AP-2 delta (activating enhancer binding protein 2 delta) [Source:HGNC Symbol;Acc:15581]	protein_coding	ENSG00000008197
3	38080696	38165516	DLEC1	deleted in lung and esophageal cancer 1 [Source:HGNC Symbol;Acc:2899]	protein_coding	ENSG00000008226
7	6201407	6312275	CYTH3	cytohesin 3 [Source:HGNC Symbol;Acc:9504]	protein_coding	ENSG00000008256
7	87563458	87832204	ADAM22	ADAM metallopeptidase domain 22 [Source:HGNC Symbol;Acc:201]	protein_coding	ENSG00000008277
7	105730949	105753022	SYPL1	synaptophysin-like 1 [Source:HGNC Symbol;Acc:11507]	protein_coding	ENSG00000008282
17	61509665	61523739	CYB561	cytochrome b561 [Source:HGNC Symbol;Acc:2571]	protein_coding	ENSG00000008283
17	49039535	49198226	SPAG9	sperm associated antigen 9 [Source:HGNC Symbol;Acc:14524]	protein_coding	ENSG00000008294
3	48673902	48700348	CELSR3	cadherin, EGF LAG seven-pass G-type receptor 3 [Source:HGNC Symbol;Acc:3230]	protein_coding	ENSG00000008300
7	121715701	121784334	AASS	aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:17366]	protein_coding	ENSG00000008311
12	6419602	6437672	PLEKHG6	pleckstrin homology domain containing, family G (with RhoGef domain) member 6 [Source:HGNC Symbol;Acc:25562]	protein_coding	ENSG00000008323
3	42623332	42636606	SS18L2	synovial sarcoma translocation gene on chromosome 18-like 2 [Source:HGNC Symbol;Acc:15593]	protein_coding	ENSG00000008324
19	4343524	4360083	MPND	MPN domain containing [Source:HGNC Symbol;Acc:25934]	protein_coding	ENSG00000008382
12	16500076	16762193	MGST1	microsomal glutathione S-transferase 1 [Source:HGNC Symbol;Acc:7061]	protein_coding	ENSG00000008394
12	107385142	107487607	CRY1	cryptochrome 1 (photolyase-like) [Source:HGNC Symbol;Acc:2384]	protein_coding	ENSG00000008405
19	46522411	46526323	PGLYRP1	peptidoglycan recognition protein 1 [Source:HGNC Symbol;Acc:8904]	protein_coding	ENSG00000008438
19	13106422	13209610	NFIX	nuclear factor I/X (CCAAT-binding transcription factor) [Source:HGNC Symbol;Acc:7788]	protein_coding	ENSG00000008441
8	134467091	134584183	ST3GAL1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1 [Source:HGNC Symbol;Acc:10862]	protein_coding	ENSG00000008513
16	3096682	3110727	MMP25	matrix metallopeptidase 25 [Source:HGNC Symbol;Acc:14246]	protein_coding	ENSG00000008516
16	3115298	3131908	IL32	interleukin 32 [Source:HGNC Symbol;Acc:16830]	protein_coding	ENSG00000008517
16	2138711	2185899	PKD1	polycystic kidney disease 1 (autosomal dominant) [Source:HGNC Symbol;Acc:9008]	protein_coding	ENSG00000008710
22	51039114	51052409	MAPK8IP2	mitogen-activated protein kinase 8 interacting protein 2 [Source:HGNC Symbol;Acc:6883]	protein_coding	ENSG00000008735
17	38175350	38217468	MED24	mediator complex subunit 24 [Source:HGNC Symbol;Acc:22963]	protein_coding	ENSG00000008838
8	22844930	22877712	RHOBTB2	Rho-related BTB domain containing 2 [Source:HGNC Symbol;Acc:18756]	protein_coding	ENSG00000008853
2	37195526	37311485	HEATR5B	HEAT repeat containing 5B [Source:HGNC Symbol;Acc:29273]	protein_coding	ENSG00000008869
3	169684423	169716161	SEC62	SEC62 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:11846]	protein_coding	ENSG00000008952
8	56979854	56987069	RPS20	ribosomal protein S20 [Source:HGNC Symbol;Acc:10405]	protein_coding	ENSG00000008988
1	115259534	115301297	CSDE1	cold shock domain containing E1, RNA-binding [Source:HGNC Symbol;Acc:29905]	protein_coding	ENSG00000009307
7	156931607	157062066	UBE3C	ubiquitin protein ligase E3C [Source:HGNC Symbol;Acc:16803]	protein_coding	ENSG00000009335
6	111620234	111804918	REV3L	REV3-like, polymerase (DNA directed), zeta, catalytic subunit [Source:HGNC Symbol;Acc:9968]	protein_coding	ENSG00000009413
X	123509753	124097666	TENM1	teneurin transmembrane protein 1 [Source:HGNC Symbol;Acc:8117]	protein_coding	ENSG00000009694
1	18957500	19075360	PAX7	paired box 7 [Source:HGNC Symbol;Acc:8621]	protein_coding	ENSG00000009709
1	11086580	11107290	MASP2	mannan-binding lectin serine peptidase 2 [Source:HGNC Symbol;Acc:6902]	protein_coding	ENSG00000009724
6	150690028	150727105	IYD	iodotyrosine deiodinase [Source:HGNC Symbol;Acc:21071]	protein_coding	ENSG00000009765
1	28052490	28089633	FAM76A	family with sequence similarity 76, member A [Source:HGNC Symbol;Acc:28530]	protein_coding	ENSG00000009780
1	209929377	209955668	TRAF3IP3	TRAF3 interacting protein 3 [Source:HGNC Symbol;Acc:30766]	protein_coding	ENSG00000009790
14	77741299	77787227	POMT2	protein-O-mannosyltransferase 2 [Source:HGNC Symbol;Acc:19743]	protein_coding	ENSG00000009830
6	142468367	142545826	VTA1	vesicle (multivesicular body) trafficking 1 [Source:HGNC Symbol;Acc:20954]	protein_coding	ENSG00000009844
7	73007524	73038873	MLXIPL	MLX interacting protein-like [Source:HGNC Symbol;Acc:12744]	protein_coding	ENSG00000009950
7	72854728	72936608	BAZ1B	bromodomain adjacent to zinc finger domain, 1B [Source:HGNC Symbol;Acc:961]	protein_coding	ENSG00000009954
6	13621730	13711796	RANBP9	RAN binding protein 9 [Source:HGNC Symbol;Acc:13727]	protein_coding	ENSG00000010017
6	36322419	36356164	ETV7	ets variant 7 [Source:HGNC Symbol;Acc:18160]	protein_coding	ENSG00000010030
1	231472850	231490769	SPRTN	SprT-like N-terminal domain [Source:HGNC Symbol;Acc:25356]	protein_coding	ENSG00000010072
1	171750788	171783163	METTL13	methyltransferase like 13 [Source:HGNC Symbol;Acc:24248]	protein_coding	ENSG00000010165
12	4671370	4723325	DYRK4	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 4 [Source:HGNC Symbol;Acc:3095]	protein_coding	ENSG00000010219
17	30677136	30708905	ZNF207	zinc finger protein 207 [Source:HGNC Symbol;Acc:12998]	protein_coding	ENSG00000010244
3	48636435	48648409	UQCRC1	ubiquinol-cytochrome c reductase core protein I [Source:HGNC Symbol;Acc:12585]	protein_coding	ENSG00000010256
7	38217824	38270272	STARD3NL	STARD3 N-terminal like [Source:HGNC Symbol;Acc:19169]	protein_coding	ENSG00000010270
12	6308881	6347425	CD9	CD9 molecule [Source:HGNC Symbol;Acc:1709]	protein_coding	ENSG00000010278
3	42734155	42744319	HHATL	hedgehog acyltransferase-like [Source:HGNC Symbol;Acc:13242]	protein_coding	ENSG00000010282
12	6602522	6641121	NCAPD2	non-SMC condensin I complex, subunit D2 [Source:HGNC Symbol;Acc:24305]	protein_coding	ENSG00000010292
12	6647541	6665239	IFFO1	intermediate filament family orphan 1 [Source:HGNC Symbol;Acc:24970]	protein_coding	ENSG00000010295
19	46171502	46186982	GIPR	gastric inhibitory polypeptide receptor [Source:HGNC Symbol;Acc:4271]	protein_coding	ENSG00000010310
3	52444673	52457657	PHF7	PHD finger protein 7 [Source:HGNC Symbol;Acc:18458]	protein_coding	ENSG00000010318
3	52467069	52479101	SEMA3G	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3G [Source:HGNC Symbol;Acc:30400]	protein_coding	ENSG00000010319
3	52489134	52527087	NISCH	nischarin [Source:HGNC Symbol;Acc:18006]	protein_coding	ENSG00000010322
3	52529354	52558511	STAB1	stabilin 1 [Source:HGNC Symbol;Acc:18628]	protein_coding	ENSG00000010327
19	50310126	50320633	FUZ	fuzzy planar cell polarity protein [Source:HGNC Symbol;Acc:26219]	protein_coding	ENSG00000010361
12	329789	372039	SLC6A13	solute carrier family 6 (neurotransmitter transporter), member 13 [Source:HGNC Symbol;Acc:11046]	protein_coding	ENSG00000010379
X	148558521	148615470	IDS	iduronate 2-sulfatase [Source:HGNC Symbol;Acc:5389]	protein_coding	ENSG00000010404
9	33750515	33799230	PRSS3	protease, serine, 3 [Source:HGNC Symbol;Acc:9486]	protein_coding	ENSG00000010438
16	3272325	3286221	ZNF200	zinc finger protein 200 [Source:HGNC Symbol;Acc:12993]	protein_coding	ENSG00000010539
12	6896024	6929974	CD4	CD4 molecule [Source:HGNC Symbol;Acc:1678]	protein_coding	ENSG00000010610
12	6982733	7023407	LRRC23	leucine rich repeat containing 23 [Source:HGNC Symbol;Acc:19138]	protein_coding	ENSG00000010626
X	100604435	100641183	BTK	Bruton agammaglobulinemia tyrosine kinase [Source:HGNC Symbol;Acc:1133]	protein_coding	ENSG00000010671
6	26087509	26098571	HFE	hemochromatosis [Source:HGNC Symbol;Acc:4886]	protein_coding	ENSG00000010704
1	41492872	41707826	SCMH1	sex comb on midleg homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:19003]	protein_coding	ENSG00000010803
6	111981535	112194655	FYN	FYN oncogene related to SRC, FGR, YES [Source:HGNC Symbol;Acc:4037]	protein_coding	ENSG00000010810
6	143072604	143266338	HIVEP2	human immunodeficiency virus type I enhancer binding protein 2 [Source:HGNC Symbol;Acc:4921]	protein_coding	ENSG00000010818
1	171217638	171255117	FMO1	flavin containing monooxygenase 1 [Source:HGNC Symbol;Acc:3769]	protein_coding	ENSG00000010932
1	24069645	24088549	TCEB3	transcription elongation factor B (SIII), polypeptide 3 (110kDa, elongin A) [Source:HGNC Symbol;Acc:11620]	protein_coding	ENSG00000011007
1	24117460	24122029	LYPLA2	lysophospholipase II [Source:HGNC Symbol;Acc:6738]	protein_coding	ENSG00000011009
1	11866207	11903201	CLCN6	chloride channel, voltage-sensitive 6 [Source:HGNC Symbol;Acc:2024]	protein_coding	ENSG00000011021
17	60704762	60770958	MRC2	mannose receptor, C type 2 [Source:HGNC Symbol;Acc:16875]	protein_coding	ENSG00000011028
17	49230951	49249105	NME2	NME/NM23 nucleoside diphosphate kinase 2 [Source:HGNC Symbol;Acc:7850]	protein_coding	ENSG00000011052
5	149569520	149602351	SLC6A7	solute carrier family 6 (neurotransmitter transporter), member 7 [Source:HGNC Symbol;Acc:11054]	protein_coding	ENSG00000011083
12	3186521	3395730	TSPAN9	tetraspanin 9 [Source:HGNC Symbol;Acc:21640]	protein_coding	ENSG00000011105
14	93703896	93799438	BTBD7	BTB (POZ) domain containing 7 [Source:HGNC Symbol;Acc:18269]	protein_coding	ENSG00000011114
19	3750817	3761697	APBA3	amyloid beta (A4) precursor protein-binding, family A, member 3 [Source:HGNC Symbol;Acc:580]	protein_coding	ENSG00000011132
17	56282803	56296966	MKS1	Meckel syndrome, type 1 [Source:HGNC Symbol;Acc:7121]	protein_coding	ENSG00000011143
3	43731605	43775863	ABHD5	abhydrolase domain containing 5 [Source:HGNC Symbol;Acc:21396]	protein_coding	ENSG00000011198
X	8496915	8700227	KAL1	Kallmann syndrome 1 sequence [Source:HGNC Symbol;Acc:6211]	protein_coding	ENSG00000011201
19	15490859	15529952	AKAP8L	A kinase (PRKA) anchor protein 8-like [Source:HGNC Symbol;Acc:29857]	protein_coding	ENSG00000011243
17	49254786	49337524	MBTD1	mbt domain containing 1 [Source:HGNC Symbol;Acc:19866]	protein_coding	ENSG00000011258
17	49337889	49375297	UTP18	UTP18 small subunit (SSU) processome component homolog (yeast) [Source:HGNC Symbol;Acc:24274]	protein_coding	ENSG00000011260
7	5659678	5821370	RNF216	ring finger protein 216 [Source:HGNC Symbol;Acc:21698]	protein_coding	ENSG00000011275
17	15902694	15948329	TTC19	tetratricopeptide repeat domain 19 [Source:HGNC Symbol;Acc:26006]	protein_coding	ENSG00000011295
19	797075	812327	PTBP1	polypyrimidine tract binding protein 1 [Source:HGNC Symbol;Acc:9583]	protein_coding	ENSG00000011304
19	38701646	38720354	DPF1	D4, zinc and double PHD fingers family 1 [Source:HGNC Symbol;Acc:20225]	protein_coding	ENSG00000011332
11	61282785	61348620	SYT7	synaptotagmin VII [Source:HGNC Symbol;Acc:11514]	protein_coding	ENSG00000011347
3	45429998	45590913	LARS2	leucyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:17095]	protein_coding	ENSG00000011376
11	17099277	17229530	PIK3C2A	phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 alpha [Source:HGNC Symbol;Acc:8971]	protein_coding	ENSG00000011405
19	44150247	44174699	PLAUR	plasminogen activator, urokinase receptor [Source:HGNC Symbol;Acc:9053]	protein_coding	ENSG00000011422
7	36429415	36493400	ANLN	anillin, actin binding protein [Source:HGNC Symbol;Acc:14082]	protein_coding	ENSG00000011426
19	15532319	15560762	WIZ	widely interspaced zinc finger motifs [Source:HGNC Symbol;Acc:30917]	protein_coding	ENSG00000011451
9	125703112	125867145	RABGAP1	RAB GTPase activating protein 1 [Source:HGNC Symbol;Acc:17155]	protein_coding	ENSG00000011454
12	91539025	91576900	DCN	decorin [Source:HGNC Symbol;Acc:2705]	protein_coding	ENSG00000011465
19	46195741	46207247	QPCTL	glutaminyl-peptide cyclotransferase-like [Source:HGNC Symbol;Acc:25952]	protein_coding	ENSG00000011478
19	46850251	46896238	PPP5C	protein phosphatase 5, catalytic subunit [Source:HGNC Symbol;Acc:9322]	protein_coding	ENSG00000011485
2	65283500	65314138	CEP68	centrosomal protein 68kDa [Source:HGNC Symbol;Acc:29076]	protein_coding	ENSG00000011523
2	39476407	39664453	MAP4K3	mitogen-activated protein kinase kinase kinase kinase 3 [Source:HGNC Symbol;Acc:6865]	protein_coding	ENSG00000011566
19	36195429	36207940	ZBTB32	zinc finger and BTB domain containing 32 [Source:HGNC Symbol;Acc:16763]	protein_coding	ENSG00000011590
19	36395303	36399197	TYROBP	TYRO protein tyrosine kinase binding protein [Source:HGNC Symbol;Acc:12449]	protein_coding	ENSG00000011600
16	21169698	21191937	TMEM159	transmembrane protein 159 [Source:HGNC Symbol;Acc:30136]	protein_coding	ENSG00000011638
X	151334706	151619830	GABRA3	gamma-aminobutyric acid (GABA) A receptor, alpha 3 [Source:HGNC Symbol;Acc:4077]	protein_coding	ENSG00000011677
17	41196312	41277500	BRCA1	breast cancer 1, early onset [Source:HGNC Symbol;Acc:1100]	protein_coding	ENSG00000012048
19	45910591	45982086	ERCC1	excision repair cross-complementing rodent repair deficiency, complementation group 1 (includes overlapping antisense sequence) [Source:HGNC Symbol;Acc:3433]	protein_coding	ENSG00000012061
19	35810164	35838258	CD22	CD22 molecule [Source:HGNC Symbol;Acc:1643]	protein_coding	ENSG00000012124
X	21857754	21903542	MBTPS2	membrane-bound transcription factor peptidase, site 2 [Source:HGNC Symbol;Acc:15455]	protein_coding	ENSG00000012174
X	49031151	49042845	PRICKLE3	prickle homolog 3 (Drosophila) [Source:HGNC Symbol;Acc:6645]	protein_coding	ENSG00000012211
3	46477136	46526724	LTF	lactotransferrin [Source:HGNC Symbol;Acc:6720]	protein_coding	ENSG00000012223
8	28457986	28613116	EXTL3	exostosin-like glycosyltransferase 3 [Source:HGNC Symbol;Acc:3518]	protein_coding	ENSG00000012232
12	100867486	100958191	NR1H4	nuclear receptor subfamily 1, group H, member 4 [Source:HGNC Symbol;Acc:7967]	protein_coding	ENSG00000012504
6	53132196	53213947	ELOVL5	ELOVL fatty acid elongase 5 [Source:HGNC Symbol;Acc:21308]	protein_coding	ENSG00000012660
10	45869661	45941561	ALOX5	arachidonate 5-lipoxygenase [Source:HGNC Symbol;Acc:435]	protein_coding	ENSG00000012779
Y	21865751	21906825	KDM5D	lysine (K)-specific demethylase 5D [Source:HGNC Symbol;Acc:11115]	protein_coding	ENSG00000012817
12	54104903	54121529	CALCOCO1	calcium binding and coiled-coil domain 1 [Source:HGNC Symbol;Acc:29306]	protein_coding	ENSG00000012822
14	93673401	93695561	UBR7	ubiquitin protein ligase E3 component n-recognin 7 (putative) [Source:HGNC Symbol;Acc:20344]	protein_coding	ENSG00000012963
14	50885219	51027844	MAP4K5	mitogen-activated protein kinase kinase kinase kinase 5 [Source:HGNC Symbol;Acc:6867]	protein_coding	ENSG00000012983
2	31456880	31492313	EHD3	EH-domain containing 3 [Source:HGNC Symbol;Acc:3244]	protein_coding	ENSG00000013016
19	40476912	40487348	PSMC4	proteasome (prosome, macropain) 26S subunit, ATPase, 4 [Source:HGNC Symbol;Acc:9551]	protein_coding	ENSG00000013275
4	6576902	6625089	MAN2B2	mannosidase, alpha, class 2B, member 2 [Source:HGNC Symbol;Acc:29623]	protein_coding	ENSG00000013288
3	170177372	170303863	SLC7A14	solute carrier family 7, member 14 [Source:HGNC Symbol;Acc:29326]	protein_coding	ENSG00000013293
3	170136653	170578169	CLDN11	claudin 11 [Source:HGNC Symbol;Acc:8514]	protein_coding	ENSG00000013297
17	42396993	42402238	SLC25A39	solute carrier family 25, member 39 [Source:HGNC Symbol;Acc:24279]	protein_coding	ENSG00000013306
16	29831715	29859355	MVP	major vault protein [Source:HGNC Symbol;Acc:7531]	protein_coding	ENSG00000013364
7	151038785	151075535	NUB1	negative regulator of ubiquitin-like proteins 1 [Source:HGNC Symbol;Acc:17623]	protein_coding	ENSG00000013374
6	83870869	83903655	PGM3	phosphoglucomutase 3 [Source:HGNC Symbol;Acc:8907]	protein_coding	ENSG00000013375
6	83903098	83908651	RWDD2A	RWD domain containing 2A [Source:HGNC Symbol;Acc:21385]	protein_coding	ENSG00000013392
2	201717732	201729422	CLK1	CDC-like kinase 1 [Source:HGNC Symbol;Acc:2068]	protein_coding	ENSG00000013441
12	106751436	106903976	POLR3B	polymerase (RNA) III (DNA directed) polypeptide B [Source:HGNC Symbol;Acc:30348]	protein_coding	ENSG00000013503
14	77253588	77292589	ANGEL1	angel homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:19961]	protein_coding	ENSG00000013523
5	141337893	141369856	RNF14	ring finger protein 14 [Source:HGNC Symbol;Acc:10058]	protein_coding	ENSG00000013561
X	153629579	153640449	DNASE1L1	deoxyribonuclease I-like 1 [Source:HGNC Symbol;Acc:2957]	protein_coding	ENSG00000013563
12	31226779	31257725	DDX11	DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11 [Source:HGNC Symbol;Acc:2736]	protein_coding	ENSG00000013573
12	13127798	13153207	HEBP1	heme binding protein 1 [Source:HGNC Symbol;Acc:17176]	protein_coding	ENSG00000013583
12	13043716	13070871	GPRC5A	G protein-coupled receptor, family C, group 5, member A [Source:HGNC Symbol;Acc:9836]	protein_coding	ENSG00000013588
X	149529689	149682448	MAMLD1	mastermind-like domain containing 1 [Source:HGNC Symbol;Acc:2568]	protein_coding	ENSG00000013619
11	60739115	60787849	CD6	CD6 molecule [Source:HGNC Symbol;Acc:1691]	protein_coding	ENSG00000013725
4	1723227	1746898	TACC3	transforming, acidic coiled-coil containing protein 3 [Source:HGNC Symbol;Acc:11524]	protein_coding	ENSG00000013810
6	96969471	97003152	UFL1	UFM1-specific ligase 1 [Source:HGNC Symbol;Acc:23039]	protein_coding	ENSG00000014123
11	65029233	65073060	POLA2	polymerase (DNA directed), alpha 2, accessory subunit [Source:HGNC Symbol;Acc:30073]	protein_coding	ENSG00000014138
8	144519825	144623623	ZC3H3	zinc finger CCCH-type containing 3 [Source:HGNC Symbol;Acc:28972]	protein_coding	ENSG00000014164
11	64948037	64979477	CAPN1	calpain 1, (mu/I) large subunit [Source:HGNC Symbol;Acc:1476]	protein_coding	ENSG00000014216
3	132036211	132087142	ACPP	acid phosphatase, prostate [Source:HGNC Symbol;Acc:125]	protein_coding	ENSG00000014257
2	63815743	63834331	MDH1	malate dehydrogenase 1, NAD (soluble) [Source:HGNC Symbol;Acc:6970]	protein_coding	ENSG00000014641
4	41992489	42092474	SLC30A9	solute carrier family 30 (zinc transporter), member 9 [Source:HGNC Symbol;Acc:1329]	protein_coding	ENSG00000014824
1	149900543	149908791	MTMR11	myotubularin related protein 11 [Source:HGNC Symbol;Acc:24307]	protein_coding	ENSG00000014914
10	101471601	101491857	COX15	cytochrome c oxidase assembly homolog 15 (yeast) [Source:HGNC Symbol;Acc:2263]	protein_coding	ENSG00000014919
14	91737667	91884188	CCDC88C	coiled-coil domain containing 88C [Source:HGNC Symbol;Acc:19967]	protein_coding	ENSG00000015133
